cover,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_163908.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_163908.jpg
cover,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_163908.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_163908.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_163908.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_163908.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
cover,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_1639351.jpg
typed,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164026.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164307.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164026.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164307.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164026.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164026.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164307.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164307.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164307.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164722.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164350.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164722.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164350.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164350.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164722.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164350.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164722.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164350.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164350.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164350.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_164350.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170202.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170202.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170202.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170202.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170202.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170202.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_165212.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170607.jpg
typed,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170537.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170607.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170537.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170607.jpg
typed,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170537.jpg
typed,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170537.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170607.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170854.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134648.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170854.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134648.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170854.jpg
cover,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134648.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170854.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170854.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20230918_170854.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134750.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134730.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134750.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134730.jpg
cover,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134730.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134750.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134730.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134750.jpg
handwritten,C:/Users/Karkaras/Desktop/proc_sample_imgs/test_set/test_hw_sudoc\20231031_134730.jpg
